RMS,Peak,Mean,STD,Energy,Label
0.86574,1.6335,0.040287,0.86523,750.2506,Swell
0.88267,1.6929,0.044063,0.88201,779.881,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87365,1.6614,0.04206,0.87307,764.0301,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76035,1.2348,0.014931,0.76058,578.7035,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84294,1.5519,0.035097,0.84263,711.2585,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79559,1.375,0.023849,0.79563,633.6023,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.78129,1.3191,0.020296,0.78142,611.0231,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87388,1.6622,0.04211,0.8733,764.4229,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81,1.4301,0.027349,0.80995,656.7611,Swell
0.63699,1,-0.024682,0.63683,406.1592,Sag
0.83941,1.5391,0.034281,0.83913,705.3072,Swell
0.79389,1.3684,0.023429,0.79394,630.8849,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85447,1.5934,0.037738,0.85407,730.8556,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79149,1.3591,0.022838,0.79156,627.0847,Swell
0.83329,1.5167,0.03286,0.83306,695.0664,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84001,1.5413,0.03442,0.83972,706.3185,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64616,1,-0.020795,0.64615,417.9377,Sag
0.63761,1,-0.024407,0.63746,406.9565,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77748,1.3041,0.019336,0.77763,605.0873,Swell
0.81811,1.4605,0.029287,0.818,669.9766,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6479,1,-0.020089,0.64792,420.1995,Sag
0.63233,1,-0.02679,0.63208,400.2391,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83343,1.5172,0.032893,0.8332,695.3046,Swell
0.62203,1,-0.031878,0.62152,387.3086,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62133,1,-0.03225,0.6208,386.4387,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8313,1.5094,0.032394,0.83108,691.7437,Swell
0.81979,1.4668,0.029687,0.81967,672.7352,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61611,1,-0.035165,0.61542,379.9746,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61095,1,-0.038352,0.61005,373.6318,Sag
0.86744,1.6395,0.040669,0.86692,753.204,Swell
0.63336,1,-0.026314,0.63313,401.5475,Sag
0.62966,1,-0.028047,0.62935,396.8665,Sag
0.60699,1,-0.041077,0.6059,368.8046,Sag
0.80018,1.3927,0.02497,0.80019,640.9239,Swell
0.86196,1.6201,0.039436,0.86149,743.726,Swell
0.77007,1.2744,0.017448,0.77026,593.6011,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8354,1.5245,0.033352,0.83515,698.5956,Swell
0.76029,1.2345,0.014915,0.76052,578.6132,Swell
0.61543,1,-0.035567,0.61471,379.1339,Sag
0.60403,1,-0.043335,0.60278,365.2221,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60956,1,-0.039277,0.60859,371.9305,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61786,1,-0.034162,0.61722,382.129,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62263,1,-0.031562,0.62214,388.055,Sag
0.60285,1,-0.044314,0.60151,363.7858,Sag
0.76779,1.2652,0.016863,0.76799,590.0956,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77053,1.2762,0.017566,0.77072,594.3105,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61269,1,-0.03724,0.61186,375.7591,Sag
0.61356,1,-0.036698,0.61276,376.829,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80992,1.4298,0.02733,0.80987,656.6303,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75942,1.231,0.014688,0.75966,577.2933,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61102,1,-0.038303,0.61013,373.7241,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.804,1.4073,0.025901,0.80399,647.0698,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.79564,1.3752,0.023861,0.79568,633.6814,Swell
0.87118,1.6527,0.041507,0.87062,759.7106,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63531,1,-0.025429,0.63512,404.0244,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85146,1.5826,0.037051,0.85108,725.7051,Swell
0.84082,1.5442,0.034608,0.84053,707.6844,Swell
0.76102,1.2376,0.015108,0.76125,579.736,Swell
0.8456,1.5615,0.035708,0.84526,715.748,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8593,1.6107,0.038833,0.85885,739.1309,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61627,1,-0.035076,0.61558,380.1645,Sag
0.60559,1,-0.042114,0.60443,367.1115,Sag
0.6198,1,-0.03308,0.61922,384.5331,Sag
0.80518,1.4118,0.026185,0.80516,648.9624,Swell
0.8192,1.4646,0.029545,0.81908,671.7583,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6479,1,-0.020092,0.64791,420.1891,Sag
0.86316,1.6244,0.039706,0.86268,745.7906,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85908,1.6099,0.038784,0.85863,738.755,Swell
0.76135,1.2389,0.015193,0.76158,580.2317,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63313,1,-0.026421,0.63289,401.2514,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60273,1,-0.044412,0.60139,363.6465,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63967,1,-0.02351,0.63956,409.5929,Sag
0.62085,1,-0.032509,0.62031,385.8374,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61061,1,-0.038571,0.6097,373.2227,Sag
0.60386,1,-0.043475,0.60259,365.0125,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60508,1,-0.042506,0.60389,366.4939,Sag
0.77231,1.2834,0.018022,0.77249,597.0647,Swell
0.86279,1.6231,0.039624,0.86232,745.1592,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63297,1,-0.026492,0.63273,401.0559,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62861,1,-0.028549,0.62828,395.5509,Sag
0.86633,1.6356,0.04042,0.86582,751.2815,Swell
0.80651,1.4168,0.026508,0.80648,651.1141,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63877,1,-0.0239,0.63864,408.4374,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62991,1,-0.027924,0.62961,397.1895,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.78847,1.3474,0.02209,0.78856,622.308,Swell
0.6292,1,-0.028266,0.62888,396.2894,Sag
0.62837,1,-0.028668,0.62803,395.2418,Sag
0.61948,1,-0.033256,0.61889,384.137,Sag
0.64431,1,-0.021552,0.64428,415.5557,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76762,1.2645,0.016819,0.76782,589.8361,Swell
0.63147,1,-0.027189,0.6312,399.1554,Sag
0.82039,1.469,0.029827,0.82025,673.706,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64216,1,-0.022452,0.64209,412.779,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63214,1,-0.02688,0.63188,399.9945,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.82908,1.5013,0.031877,0.82888,688.0674,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64812,1,-0.020003,0.64813,420.4782,Sag
0.85227,1.5855,0.037236,0.85188,727.0846,Swell
0.64899,1,-0.019654,0.64902,421.6096,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62885,1,-0.028434,0.62852,395.8504,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77566,1.2968,0.018874,0.77582,602.2504,Swell
0.61342,1,-0.036783,0.61262,376.6604,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64683,1,-0.020523,0.64683,418.8058,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87236,1.6569,0.041772,0.8718,761.7797,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75429,1.2097,0.013338,0.75455,569.5229,Swell
0.86783,1.6409,0.040756,0.8673,753.877,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80786,1.4219,0.026832,0.80781,653.2852,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64064,1,-0.023094,0.64055,410.835,Sag
0.60384,1,-0.043494,0.60257,364.9842,Sag
0.6207,1,-0.032588,0.62016,385.6559,Sag
0.60954,1,-0.039289,0.60858,371.9096,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60966,1,-0.039208,0.6087,372.0552,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64748,1,-0.020259,0.64749,419.6511,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81195,1.4374,0.027815,0.81188,659.9156,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87168,1.6545,0.041619,0.87112,760.587,Swell
0.64976,1,-0.019348,0.6498,422.6105,Sag
0.77221,1.283,0.017996,0.77239,596.9098,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63956,1,-0.023559,0.63945,409.446,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79049,1.3552,0.022589,0.79056,625.4916,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.88185,1.69,0.043882,0.8812,778.4334,Swell
0.85824,1.6069,0.038594,0.8578,737.311,Swell
0.83327,1.5167,0.032856,0.83304,695.0394,Swell
0.75711,1.2214,0.014081,0.75735,573.7818,Swell
0.76103,1.2376,0.01511,0.76126,579.7523,Swell
0.83317,1.5163,0.032832,0.83294,694.8689,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77427,1.2912,0.018521,0.77444,600.0937,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84315,1.5527,0.035146,0.84284,711.6203,Swell
0.62226,1,-0.031756,0.62176,387.5955,Sag
0.64146,1,-0.022746,0.64138,411.8873,Sag
0.79536,1.3741,0.023792,0.7954,633.2338,Swell
0.78947,1.3512,0.022337,0.78954,623.8787,Swell
0.79541,1.3743,0.023803,0.79545,633.3051,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83506,1.5232,0.033272,0.83481,698.0183,Swell
0.627,1,-0.02934,0.62662,393.519,Sag
0.60872,1,-0.039851,0.60772,370.908,Sag
0.64575,1,-0.020964,0.64573,417.4044,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61728,1,-0.03449,0.61662,381.4156,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62247,1,-0.031648,0.62197,387.8517,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62969,1,-0.028032,0.62938,396.9043,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.78529,1.3349,0.021297,0.78539,617.2895,Swell
0.62761,1,-0.029039,0.62725,394.2869,Sag
0.78189,1.3215,0.020446,0.78201,611.961,Swell
0.63919,1,-0.023721,0.63907,408.9673,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60397,1,-0.043384,0.60271,365.1484,Sag
0.61336,1,-0.036819,0.61256,376.589,Sag
0.6133,1,-0.036859,0.61249,376.5095,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80315,1.404,0.025693,0.80314,645.6914,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62924,1,-0.028245,0.62892,396.3445,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63157,1,-0.027144,0.6313,399.2768,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60791,1,-0.040416,0.60687,369.924,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63602,1,-0.025111,0.63584,404.927,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85671,1.6014,0.038247,0.85629,734.6893,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.82134,1.4726,0.030052,0.8212,675.2688,Swell
0.61378,1,-0.03656,0.613,377.1068,Sag
0.61911,1,-0.033461,0.61851,383.6765,Sag
0.78382,1.3291,0.020932,0.78394,614.9955,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.86373,1.6264,0.039834,0.86324,746.7673,Swell
0.8062,1.4156,0.026432,0.80617,650.6057,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60274,1,-0.044404,0.6014,363.6578,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61177,1,-0.03782,0.61091,374.6388,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75709,1.2214,0.014078,0.75734,573.7638,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.86506,1.6311,0.040135,0.86456,749.0827,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80399,1.4072,0.025898,0.80398,647.0488,Swell
0.79524,1.3737,0.023762,0.79528,633.0398,Swell
0.62754,1,-0.029075,0.62718,394.1948,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87142,1.6536,0.041562,0.87087,760.1383,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81378,1.4443,0.028255,0.8137,662.9028,Swell
0.75886,1.2287,0.014541,0.7591,576.4424,Swell
0.88359,1.6961,0.044267,0.88292,781.5154,Swell
0.60508,1,-0.042509,0.60389,366.4878,Sag
0.78774,1.3445,0.021907,0.78783,621.1491,Swell
0.64822,1,-0.019964,0.64823,420.6033,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87056,1.6505,0.041369,0.87001,758.6388,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60689,1,-0.04115,0.60579,368.6822,Sag
0.86874,1.6441,0.040962,0.86821,755.4687,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64082,1,-0.023019,0.64073,411.0631,Sag
0.8757,1.6686,0.042516,0.8751,767.6144,Swell
0.60277,1,-0.044379,0.60143,363.6936,Sag
0.7889,1.349,0.022197,0.78898,622.9887,Swell
0.61405,1,-0.036395,0.61328,377.438,Sag
0.81641,1.4542,0.028881,0.8163,667.1861,Swell
0.78795,1.3453,0.021961,0.78804,621.4905,Swell
0.82236,1.4764,0.030295,0.82222,676.9563,Swell
0.61222,1,-0.037535,0.61137,375.1854,Sag
0.85949,1.6113,0.038877,0.85904,739.4634,Swell
0.62279,1,-0.03148,0.6223,388.2499,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61334,1,-0.036834,0.61254,376.5598,Sag
0.6197,1,-0.033134,0.61912,384.4125,Sag
0.61095,1,-0.038353,0.61005,373.6298,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6457,1,-0.020981,0.64569,417.3503,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61879,1,-0.033636,0.61819,383.2857,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87254,1.6575,0.041812,0.87198,762.092,Swell
0.85011,1.5778,0.036743,0.84974,723.408,Swell
0.63363,1,-0.02619,0.63341,401.8895,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8021,1.4,0.025438,0.80209,644.0021,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60931,1,-0.039443,0.60834,371.6332,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75357,1.2067,0.013147,0.75383,568.4328,Swell
0.77735,1.3035,0.019301,0.7775,604.8717,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6167,1,-0.034825,0.61602,380.6978,Sag
0.62595,1,-0.029863,0.62555,392.1993,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78526,1.3348,0.02129,0.78536,617.2472,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75235,1.2016,0.012823,0.75261,566.5907,Swell
0.60509,1,-0.042501,0.6039,366.5016,Sag
0.6131,1,-0.036979,0.61229,376.273,Sag
0.60625,1,-0.041623,0.60512,367.903,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81892,1.4636,0.029479,0.8188,671.3001,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77701,1.3022,0.019217,0.77716,604.3509,Swell
0.60559,1,-0.04212,0.60442,367.1024,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75203,1.2003,0.012738,0.7523,566.1122,Swell
0.60437,1,-0.043064,0.60314,365.6326,Sag
0.84235,1.5498,0.034961,0.84205,710.2661,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60382,1,-0.043508,0.60255,364.9632,Sag
0.81196,1.4374,0.027818,0.81189,659.9361,Swell
0.86986,1.648,0.041211,0.86931,757.4085,Swell
0.88014,1.6841,0.043504,0.87951,775.4273,Swell
0.88129,1.6881,0.043757,0.88064,777.4417,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63515,1,-0.0255,0.63496,403.8224,Sag
0.84809,1.5705,0.036282,0.84774,719.9827,Swell
0.84843,1.5717,0.036359,0.84807,720.5532,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76406,1.25,0.015898,0.76428,584.3735,Swell
0.63523,1,-0.025465,0.63504,403.9228,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60386,1,-0.043478,0.60259,365.0075,Sag
0.81661,1.4549,0.02893,0.81651,667.5227,Swell
0.82786,1.4968,0.03159,0.82767,686.0409,Swell
0.79239,1.3626,0.023059,0.79245,628.504,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8824,1.692,0.044003,0.88174,779.4048,Swell
0.62541,1,-0.030132,0.625,391.5296,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60446,1,-0.042996,0.60323,365.7362,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84917,1.5744,0.036527,0.8488,721.8037,Swell
0.75939,1.2308,0.01468,0.75963,577.2478,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60867,1,-0.039881,0.60767,370.8546,Sag
0.60701,1,-0.041062,0.60592,368.8298,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.85597,1.5988,0.038078,0.85555,733.4132,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77614,1.2987,0.018997,0.7763,603.0029,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62718,1,-0.029249,0.62681,393.7498,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8821,1.6909,0.043938,0.88145,778.8809,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.79103,1.3573,0.022723,0.7911,626.3486,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61457,1,-0.036084,0.61381,378.0684,Sag
0.76037,1.2349,0.014936,0.7606,578.7372,Swell
0.76153,1.2396,0.015239,0.76176,580.5041,Swell
0.63297,1,-0.026493,0.63273,401.0543,Sag
0.78386,1.3293,0.02094,0.78397,615.0507,Swell
0.88175,1.6897,0.04386,0.8811,778.2587,Swell
0.64017,1,-0.023299,0.64006,410.2226,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87841,1.6781,0.04312,0.87779,772.3837,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6125,1,-0.037357,0.61166,375.5304,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64152,1,-0.022723,0.64144,411.9559,Sag
0.60771,1,-0.040558,0.60666,369.6815,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83985,1.5407,0.034384,0.83957,706.0554,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61612,1,-0.035159,0.61543,379.9892,Sag
0.60864,1,-0.039903,0.60764,370.8172,Sag
0.60932,1,-0.039436,0.60835,371.6456,Sag
0.75312,1.2049,0.013029,0.75339,567.7606,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75662,1.2194,0.013955,0.75687,573.0537,Swell
0.86498,1.6308,0.040115,0.86448,748.932,Swell
0.88245,1.6921,0.044015,0.88179,779.4952,Swell
0.61937,1,-0.033315,0.61878,384.0038,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61126,1,-0.038147,0.61038,374.0159,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60885,1,-0.039757,0.60786,371.0743,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81113,1.4343,0.027618,0.81106,658.5822,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83824,1.5348,0.034011,0.83797,703.3535,Swell
0.8504,1.5788,0.03681,0.85003,723.9105,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
